GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-adults-aged-18-years-%28age-standardized-estimate%29-%28-%29,2000,2000,2000,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_FMLE,Female,24.107431,24.1 [14.1-36.6],14.126955,36.561802
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2011,2011,2011,SEAR,South-East Asia,MMR,Myanmar,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,0,0 [0 - 0.32],0,0.315459398
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2015,2015,2015,SEAR,South-East Asia,MMR,Myanmar,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.92133,0.9,,
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28age-standardized-estimate%29,1985,1985,1985,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,4.4,4.4 [4.0-4.7],4,4.7
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ncd-deaths-under-age-70-%28percent-of-all-ncd-deaths%29,2012,2012,2012,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_MLE,Male,63.56136322,64,,
HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28number%29,2012,2012,2012,SEAR,South-East Asia,MMR,Myanmar,,,,48871,48 871,,
SA_0000001404,"Alcohol, drinkers only per capita (15+) consumption in litres of pure alcohol, three-year average",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-drinkers-only-per-capita-%2815-%29consumption-in-litres-of-pure-alcohol,2017,2017,2017,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_MLE,Male,6.466851376,6.5 [2.6 - 10.9],2.551391533,10.8647498
NUTOVERWEIGHTNUM,"Overweight numbers among children under 5 years of age (thousands), model-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-numbers-%28in-millions%29,2008,2008,2008,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_MLE,Male,69.3,69.3 [58.5-82.7],58.5,82.7
TOBACCO_MPOWER_W2B_TOBACCOSMOKED,"Tobacco Warning: W2b smoked tobacco packaging health warnings, other characteristics",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tobacco-warning--w2b-smoked-packaging-health-warnings--other-characteristics,2016,2016,2016,SEAR,South-East Asia,MMR,Myanmar,TOBACCO_INDICATOR,TOBACCO_INDICATOR_W18_misleading_terms_B,Ban on deceitful terms on other smoked tobacco packaging,,Yes,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2003,2003,2003,SEAR,South-East Asia,MMR,Myanmar,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.2035,0.2,,
TOBACCO_MPOWER_W1C_TOBACCOSMOKELESS,Tobacco Warning: W1c smokeless tobacco packaging health warnings,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tobacco-warning--w1c-smokeless-packaging-health-warnings,2020,2020,2020,SEAR,South-East Asia,MMR,Myanmar,TOBACCO_INDICATOR,TOBACCO_INDICATOR_W11_outside_pack_C,Health warnings appear on each smokeless tobacco package and any outside packaging and labelling used in the retail sale,,No,,
NUTOVERWEIGHTNUM,"Overweight numbers among children under 5 years of age (thousands), model-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-numbers-%28in-millions%29,2013,2013,2013,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_MLE,Male,40.2,40.2 [33.7-48.4],33.7,48.4
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1994,1994,1994,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,23676,23 676 [21 008-26 543],21008,26543
MALARIA_INDIG,Number of indigenous malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-malaria-cases,2015,2015,2015,SEAR,South-East Asia,MMR,Myanmar,,,,182465,182 465,,
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2015,2015,2015,SEAR,South-East Asia,MMR,Myanmar,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,7.550741695,7.55 [4.97 - 10.13],4.972811702,10.12867169
SA_0000001404,"Alcohol, drinkers only per capita (15+) consumption in litres of pure alcohol, three-year average",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-drinkers-only-per-capita-%2815-%29consumption-in-litres-of-pure-alcohol,2002,2002,2002,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_FMLE,Female,0.765064062,0.8 [0.0 - 1.8],0.049518953,1.791022662
HIV_0000000020,Estimated number of pregnant women living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-percentage-of-pregnant-women-living-with-hiv-who-received-antiretrovirals-for-preventing-mother-to-child-transmission,2023,2023,2023,SEAR,South-East Asia,MMR,Myanmar,,,,56,56 [47 - 70],47,70
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/proportion-of-population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2014,2014,2014,SEAR,South-East Asia,MMR,Myanmar,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,9.8,9.8 [0.2 - 31.8],0.2,31.8
NCD_BMI_MINUS2C,"Thinness among children and adolescents, BMI-for-age < -2 standard deviations below the median (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2001,2001,2001,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,12.848055,12.8 [7.3-19.7],7.3481634,19.665731
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2015,2015,2015,SEAR,South-East Asia,MMR,Myanmar,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_POLSTRATPLAN,"Policies, strategies and plans",,No,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2013,2013,2013,SEAR,South-East Asia,MMR,Myanmar,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00331,0,,
NCD_BMI_MINUS2C,"Thinness among children and adolescents, BMI-for-age < -2 standard deviations below the median (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2004,2004,2004,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_MLE,Male,14.085767,14.1 [6.1-24.4],6.092206,24.405462
TOBACCO_MPOWER_W2B_TOBACCOSMOKED,"Tobacco Warning: W2b smoked tobacco packaging health warnings, other characteristics",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tobacco-warning--w2b-smoked-packaging-health-warnings--other-characteristics,2022,2022,2022,SEAR,South-East Asia,MMR,Myanmar,TOBACCO_INDICATOR,TOBACCO_INDICATOR_W23_emissions_front_back_B,Qualitative information on emission yields must be displayed on one/more principle display areas of other smoked tobacco packaging,,No,,
SCSUD_GOVPAL,"Substance use disorders service coverage, availability of policy, action plan and legislation",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/availability-of-policy--action-plan-and-legislation,2023,2023,2023,SEAR,South-East Asia,MMR,Myanmar,SCSUDSURVEYQUESTIONS,SCSUDSURVEYQUESTIONS_SCSUD45_01_nationalpolicy_developing_services_suds,45_01_national_policy_for_developng_services_for_suds,1,1,,
TOBACCO_MPOWER_E1_DIRECTADBANS,Tobacco Enforce bans: E1 direct advertising,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tobacco-enforce-bans--e1-direct-advertising,2022,2022,2022,SEAR,South-East Asia,MMR,Myanmar,TOBACCO_INDICATOR,TOBACCO_INDICATOR_E6a_pt_of_sale,Ban on advertising: Point of sale,,No,,
SA_0000001404,"Alcohol, drinkers only per capita (15+) consumption in litres of pure alcohol, three-year average",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-drinkers-only-per-capita-%2815-%29consumption-in-litres-of-pure-alcohol,2017,2017,2017,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_FMLE,Female,2.506546222,2.5 [1.0 - 4.2],0.971811125,4.231616737
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,1993,1993,1993,SEAR,South-East Asia,MMR,Myanmar,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,0,0 [0 - 0.29],0,0.288762084
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2001,2001,2001,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_MLE,Male,8752,8752 [5632-18 568],5632,18568
NCD_BMI_30C,"Obesity among adults, BMI ≥ 30 kg/m2 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28crude-estimate%29-%28-%29,1994,1994,1994,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,2.1613114,2.2 [1.5-3.0],1.5262581,3.0173983
TOBACCO_MPOWER_OVERVIEW,"Tobacco MPOWER overview: Monitor, Protect people, Offer help, Warn of dangers, Enforce bans, Raise taxes",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mpower-overview--monitor--protect-people--offer-help--warn-of-dangers--enforce-bans--raise-taxes,2010,2010,2010,SEAR,South-East Asia,MMR,Myanmar,TOBACCO_INDICATOR,TOBACCO_INDICATOR_R_Group,Raise taxes on tobacco,3,3,,
WHS3_56,Neonatal tetanus - number of reported cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/neonatal-tetanus---number-of-reported-cases,1977,1977,1977,SEAR,South-East Asia,MMR,Myanmar,,,,194,194,,
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_06,2009,2009,2009,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_MLE,Male,3.3,3.3 [3.2-3.5],3.2,3.5
NCD_DTH_TOT,Total NCD Deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-ghe-ncd-deaths-in-thousands,2013,2013,2013,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_FMLE,Female,118549,119 000 [72 500-182 000],72452,181630
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2020,2020,2020,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,2.075853433,2.1 [0.0-5.5],0,5.54023235
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2003,2003,2003,SEAR,South-East Asia,MMR,Myanmar,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,11.43142,11.4,,
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_06,1989,1989,1989,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_FMLE,Female,3.1,3.1 [2.9-3.3],2.9,3.3
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2009,2009,2009,SEAR,South-East Asia,MMR,Myanmar,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00561,0,,
TOBACCO_MPOWER_P1_SMOKEFREEPLACES,Tobacco MPOWER Protect people: P1 smoke-free places (national legislation),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/protect-people--p1-smoke-free-places,2007,2007,2007,SEAR,South-East Asia,MMR,Myanmar,TOBACCO_INDICATOR,TOBACCO_INDICATOR_P4_govt,Smoke-free government facilities,,No,,
NCD_DIABETES_TREATMENT_AGESTD,"Diabetes treatment coverage, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,2020,2020,2020,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,37.593102,37.6 [26.6-49.2],26.649678,49.196708
RSUD_610,Prevention programmes for specific populations for drugs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevention-programmes-for-specific-populations-for-drugs,2014,2014,2014,SEAR,South-East Asia,MMR,Myanmar,RSUDSPECIFICPOPULATION,RSUDSPECIFICPOPULATION_MINORITY_GROUPS,Minority groups,,No data,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2002,2002,2002,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,0,0,,
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-using-safely-managed-drinking-water-services-%28-%29,2006,2006,2006,SEAR,South-East Asia,MMR,Myanmar,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,27.09605203,27,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2005,2005,2005,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_FMLE,Female,40.6,40.6 [21.8-63.1],21.8,63.1
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-ghe-hale-healthy-life-expectancy-at-birth,2004,2004,2004,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_FMLE,Female,55.67200447,55.7 [54.8-56.4],54.81602567,56.43441196
TOBACCO_MPOWER_W1C_TOBACCOSMOKELESS,Tobacco Warning: W1c smokeless tobacco packaging health warnings,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tobacco-warning--w1c-smokeless-packaging-health-warnings,2010,2010,2010,SEAR,South-East Asia,MMR,Myanmar,TOBACCO_INDICATOR,TOBACCO_INDICATOR_W11_outside_pack_C,Health warnings appear on each smokeless tobacco package and any outside packaging and labelling used in the retail sale,,—,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2010,2010,2010,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_FMLE,Female,37.1,37.1 [20.0-55.9],20,55.9
DEVICES09,Total density per million population: Computed tomography units,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-density-per-million-population-computed-tomography-units,2013,2013,2013,SEAR,South-East Asia,MMR,Myanmar,,,,0.0751,0.08,,
TOBACCO_MPOWER_O1_TREATMENTSUPPORT,Tobacco Offer help: O1 Support for treatment of tobacco dependence / Availability of smoking cessation support,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/offer-help--o1-support-for-treatment-of-dependence,2018,2018,2018,SEAR,South-East Asia,MMR,Myanmar,TOBACCO_INDICATOR,TOBACCO_INDICATOR_O_Avail_hlth_clin,Available in health clinics or other primary care facilities,,Yes in some,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2016,2016,2016,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_MLE,Male,54.29142127,54.3 [40.6-69.3],40.64663544,69.28922991
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2002,2002,2002,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,0,0,,
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2009,2009,2009,SEAR,South-East Asia,MMR,Myanmar,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,Secondary or higher,3,3,,
GHED_GGHE-DGDP_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/domestic-general-government-health-expenditure-%28gghe-d%29-as-percentage-of-gross-domestic-product-%28gdp%29-%28-%29,2004,2004,2004,SEAR,South-East Asia,MMR,Myanmar,,,,0.25379223,0.25,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2009,2009,2009,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,7465.588482,7466,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-for-5-14-year-olds-%28probability-of-dying-per-1000-children-aged-5-14-years%29,1990,1990,1990,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_MLE,Male,29.12812941,29.1 [22.9-46.3],22.9332099,46.33929702
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,1991,1991,1991,SEAR,South-East Asia,MMR,Myanmar,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,23.00192273,23.0 [3.1 - 30.1],3.103075365,30.09681835
WHS3_41,Diphtheria - number of reported cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/diphtheria---number-of-reported-cases,1978,1978,1978,SEAR,South-East Asia,MMR,Myanmar,,,,323,323,,
TOTENV_2,Age-standardized deaths attributable to the environment (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/age-standardized-deaths-attributable-to-the-environment-%28per-100-000-population%29-,2012,2012,2012,SEAR,South-East Asia,MMR,Myanmar,ENVCAUSE,ENVCAUSE_ENVCAUSE060,Noncommunicable diseases,190.54455,191,,
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/proportion-of-population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2019,2019,2019,SEAR,South-East Asia,MMR,Myanmar,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,0.4,0.4 [0 - 3.3],0,3.3
